,Lat,Lon,Base,hour,weekday
116159,40.8431,-73.9179,1,17,6
319891,40.7344,-74.0022,2,21,5
218810,40.7655,-73.9779,2,0,5
50403,40.7694,-73.9829,1,8,0
366046,40.74,-73.9896,3,18,2
282944,40.7004,-73.8076,2,20,0
77058,40.7748,-73.963,1,9,6
23629,40.7225,-73.9861,0,22,1
438623,40.7187,-74.0046,3,19,5
493132,40.7565,-73.8439,3,21,6
269612,40.7581,-73.9767,2,9,5
168025,40.7108,-74.0147,1,8,0
147123,40.7367,-73.9885,1,13,5
101213,40.6947,-74.1778,1,15,3
229315,40.709,-74.0115,2,21,4
331997,40.7637,-73.9765,3,19,5
7295,40.6948,-74.1778,0,12,3
225362,40.7672,-73.9353,2,21,6
76994,40.7213,-74.0033,1,9,6
11646,40.7724,-73.9804,0,10,4
470822,40.7448,-73.9571,3,8,3
454149,40.7248,-73.9954,3,18,4
404049,40.7003,-73.9954,3,18,4
515182,40.7164,-73.9482,3,12,2
8668,40.7563,-73.9817,0,18,1
119017,40.7276,-73.9835,1,6,4
287206,40.6837,-73.954,2,12,3
356990,40.7481,-73.9399,3,18,0
200745,40.7346,-74.0003,1,15,5
237811,40.741,-73.9769,2,19,2
150038,40.728,-74.003,1,19,5
415216,40.7169,-73.9545,3,0,2
100335,40.7625,-73.9904,1,11,3
521356,40.7167,-74.0083,3,23,2
523068,40.8243,-73.898,3,6,3
247145,40.7483,-73.9891,2,12,5
390562,40.7381,-74.0286,3,21,5
91319,40.688,-74.183,1,19,0
88679,40.754,-73.98,1,13,0
158266,40.8119,-73.9426,1,23,6
257633,40.758,-73.9696,2,10,0
525864,40.6779,-73.9722,3,18,3
57381,40.7853,-73.9556,1,10,2
555262,40.7377,-73.9895,4,22,6
101885,40.7207,-74.0017,1,18,3
373893,40.6469,-73.7896,3,15,3
190250,40.7643,-73.9812,1,19,3
536189,40.7494,-73.9829,3,14,5
170400,40.847,-73.9141,1,15,0
412419,40.7235,-74.0107,3,18,0
124322,40.7186,-73.9635,1,20,4
66871,40.7833,-73.9817,1,9,1
397082,40.7548,-73.9835,3,20,6
260681,40.7396,-74.0071,2,23,0
70247,40.7556,-73.9722,1,19,1
13099,40.8143,-73.9405,0,13,0
248427,40.7606,-73.9623,2,19,5
403424,40.7205,-74.001,3,17,4
434603,40.7446,-73.993,3,10,5
447488,40.7643,-73.9921,3,20,6
75156,40.7061,-74.0089,1,20,5
49658,40.784,-73.9723,1,5,0
86038,40.7261,-74.0076,1,21,4
286081,40.7326,-73.9991,2,22,2
87872,40.7308,-74.1528,1,8,0
292779,40.7607,-73.9756,2,17,5
1839,40.7518,-73.9758,0,17,6
338628,40.7823,-73.9715,3,18,6
236991,40.6752,-74.0168,2,16,2
34438,40.7641,-73.9545,0,16,6
283403,40.7304,-73.9893,2,22,0
60603,40.705,-73.9244,1,21,2
296936,40.7229,-74.0081,2,20,6
199047,40.7493,-73.9964,1,12,5
16101,40.7687,-73.8627,0,9,1
482129,40.7547,-73.9661,3,14,5
61124,40.7403,-74.008,1,22,2
393787,40.8165,-74.4132,3,13,6
454554,40.7658,-73.9765,3,19,4
443420,40.7202,-74.0,3,11,6
233622,40.7119,-74.0103,2,18,0
185410,40.7298,-74.0021,1,23,2
283774,40.7291,-73.9784,2,0,2
254901,40.71,-74.0073,2,17,4
2966,40.7407,-73.9942,0,15,4
559128,40.7267,-73.9769,4,21,1
34917,40.7852,-73.9534,0,18,6
98481,40.7097,-74.0022,1,23,2
215767,40.7124,-74.009,1,19,6
34754,40.9436,-73.7679,0,17,6
499707,40.77,-73.959,3,18,4
9057,40.7514,-73.9709,0,21,1
292204,40.7787,-73.9563,2,15,5
448632,40.7334,-74.0063,3,1,4
164499,40.7471,-74.0009,1,20,4
229691,40.7631,-73.9869,2,22,4
47667,40.6949,-74.1781,1,19,4
485140,40.7224,-73.9872,3,20,5
447201,40.646,-73.7768,3,20,6
465549,40.7562,-73.9726,3,11,2
461693,40.7547,-73.9916,3,18,0
228913,40.7643,-73.9869,2,20,4
263631,40.7279,-73.9859,2,22,2
339325,40.7877,-73.9769,3,20,6
313143,40.6463,-73.7769,2,21,3
136210,40.7403,-73.9868,1,22,2
21942,40.7506,-73.9701,0,17,2
372459,40.7325,-73.9969,3,10,3
546291,40.7726,-73.9669,3,14,6
549697,40.7016,-73.9867,3,18,6
523013,40.7345,-73.9802,3,5,3
521440,40.7193,-73.9902,3,23,2
157750,40.7223,-73.9839,1,21,6
418193,40.7632,-73.9845,3,16,2
524154,40.739,-73.9222,3,12,3
371566,40.7029,-73.9212,3,3,3
310371,40.7327,-73.9874,2,22,2
182855,40.7314,-74.0067,1,20,2
430945,40.7444,-73.9748,3,16,1
337399,40.7593,-73.992,3,16,6
204228,40.7576,-73.975,1,20,5
90732,40.7488,-73.9868,1,18,0
495712,40.7098,-74.0099,3,9,4
284747,40.7769,-73.9617,2,14,2
414434,40.7165,-73.9911,3,22,0
202240,40.7774,-73.9809,1,17,5
58975,40.7851,-73.9534,1,17,2
460797,40.7477,-73.9848,3,17,0
267922,40.7781,-73.9562,2,16,1
418034,40.756,-73.9712,3,15,2
464250,40.6947,-74.1776,3,0,2
413602,40.7686,-73.9602,3,20,0
151978,40.76,-73.967,1,7,6
277318,40.759,-73.9727,2,10,4
444148,40.7266,-74.0022,3,14,6
152208,40.6899,-73.9803,1,8,6
344582,40.7493,-73.9798,3,16,4
267099,40.7776,-73.9513,2,10,1
182490,40.6839,-73.9759,1,19,2
392674,40.6825,-73.9677,3,8,6
114050,40.7708,-73.9569,1,9,6
320900,40.7787,-73.9612,2,7,6
336821,40.7387,-73.9899,3,15,6
201093,40.7703,-73.962,1,16,5
338240,40.7259,-73.9974,3,18,6
190409,40.6717,-74.0102,1,20,3
461731,40.7426,-73.9966,3,18,0
306400,40.7245,-73.9552,2,23,0
172736,40.7527,-73.9893,1,19,0
266514,40.7213,-73.9563,2,6,1
481607,40.7161,-74.0079,3,11,5
541648,40.7989,-73.9697,3,5,6
223655,40.7761,-73.9439,2,14,6
47634,40.6467,-73.7895,1,19,4
319382,40.757,-73.9737,2,20,5
5808,40.7317,-73.9894,0,8,2
498651,40.7536,-73.9771,3,16,4
1801,40.7496,-73.9792,0,16,6
59823,40.7641,-73.9706,1,19,2
401683,40.6804,-73.9892,3,14,4
435943,40.7571,-74.0011,3,14,5
52128,40.7551,-73.973,1,15,0
492768,40.7594,-73.9741,3,20,6
92357,40.7512,-73.9814,1,22,0
447534,40.6448,-73.7818,3,21,6
549132,40.7757,-73.9444,3,17,6
327153,40.6452,-73.7808,3,5,5
113770,40.7305,-74.0092,1,8,6
314027,40.7253,-73.982,2,8,1
39772,40.7475,-74.0031,1,7,6
554030,40.7405,-74.0064,3,22,6
255729,40.785,-73.9569,2,20,4
173824,40.7685,-73.8625,1,21,0
36512,40.7237,-73.9985,1,10,5
397979,40.7553,-73.9729,3,22,6
64308,40.7218,-74.0011,1,15,3
343541,40.7029,-73.9906,3,13,4
131589,40.7513,-74.0031,1,23,0
335527,40.776,-73.9795,3,11,6
535615,40.744,-73.9856,3,13,5
481128,40.7286,-74.0054,3,9,5
483390,40.785,-73.9568,3,16,5
135279,40.7448,-73.9889,1,19,2
60520,40.7621,-73.9845,1,21,2
335940,40.7741,-73.8721,3,13,6
463647,40.7064,-73.9316,3,22,0
133282,40.7046,-74.0133,1,12,2
412723,40.7553,-73.9682,3,19,0
449875,40.7302,-73.9888,3,8,4
280640,40.765,-73.9868,2,4,0
230858,40.7788,-73.9561,2,8,0
102510,40.8269,-73.9238,1,22,3
538140,40.7525,-73.9745,3,17,5
31944,40.7836,-73.9707,0,6,5
514418,40.7229,-73.9895,3,9,2
302343,40.6327,-73.9309,2,6,0
273759,40.7167,-74.0083,2,9,6
39511,40.6796,-73.976,1,5,6
313853,40.7926,-73.9668,2,7,1
541845,40.7824,-73.9584,3,6,6
531842,40.7536,-73.9278,3,19,1
456710,40.7447,-73.9951,3,23,4
131423,40.7449,-73.9888,1,23,0
278164,40.7704,-73.954,2,15,4
14616,40.7365,-73.9909,0,18,2
356311,40.7735,-73.9533,3,17,0
443953,40.7657,-73.9526,3,13,6
388332,40.7056,-74.0095,3,16,5
344798,40.7453,-73.9824,3,16,4
375574,40.6729,-73.9631,3,21,3
425697,40.7488,-73.9922,3,15,3
515369,40.6865,-73.9644,3,13,2
420969,40.7067,-74.0068,3,21,2
24913,40.6921,-73.9638,0,11,6
111536,40.7469,-74.0253,1,20,5
494834,40.7405,-73.9892,3,7,4
71467,40.7813,-73.952,1,6,5
473391,40.7229,-73.9859,3,19,3
252832,40.6449,-73.7854,2,5,4
330211,40.7525,-73.9777,3,16,5
310242,40.7353,-74.0005,2,22,2
215739,40.7467,-73.9923,1,19,6
428859,40.7841,-73.9551,3,8,1
11647,40.7255,-74.01,0,10,4
140114,40.7363,-73.9944,1,21,3
376533,40.724,-74.0363,3,6,1
430968,40.7571,-73.9824,3,16,1
515736,40.671,-73.9578,3,14,2
429000,40.7798,-73.9464,3,8,1
187681,40.8033,-73.9646,1,11,3
379090,40.7555,-73.9755,3,14,1
295894,40.7747,-73.9633,2,17,6
111526,40.7054,-73.927,1,20,5
483819,40.7684,-73.8623,3,17,5
141308,40.7612,-73.9975,1,7,1
234296,40.7118,-74.0078,2,20,0
421068,40.7589,-73.9941,3,21,2
380952,40.7618,-73.9785,3,17,1
513353,40.7409,-73.9876,3,2,2
90600,40.7421,-74.0004,1,18,0
245895,40.7557,-73.9766,2,1,5
236225,40.7257,-74.0055,2,12,2
527329,40.6983,-73.9322,3,3,1
121716,40.7521,-73.9816,1,16,4
397426,40.7595,-73.9756,3,20,6
412506,40.9517,-73.9793,3,18,0
331131,40.7636,-73.9757,3,18,5
346152,40.7191,-74.0104,3,18,4
491793,40.7233,-73.9975,3,19,6
202415,40.7516,-73.9843,1,18,5
391319,40.726,-74.0085,3,0,6
147848,40.6733,-73.9731,1,15,5
340780,40.7542,-73.9691,3,3,4
551080,40.7415,-73.7617,3,19,6
193954,40.7598,-73.9783,1,15,1
288210,40.7416,-74.0038,2,21,3
210447,40.7667,-73.953,1,14,6
42075,40.7202,-73.9569,1,17,6
502121,40.7197,-73.9579,3,22,4
138376,40.7213,-74.0,1,13,3
233432,40.7564,-73.9778,2,18,0
216200,40.7554,-73.9818,1,20,6
77897,40.6444,-73.7834,1,14,6
250621,40.7157,-74.0156,2,14,6
354299,40.752,-73.9899,3,15,0
378639,40.7223,-73.9841,3,13,1
303749,40.7638,-73.9734,2,14,0
187713,40.7664,-73.978,1,12,3
255300,40.753,-73.973,2,18,4
386037,40.7697,-73.9507,3,8,5
478273,40.7524,-73.9733,3,18,1
14884,40.7269,-73.9856,0,21,2
390623,40.7251,-73.997,3,21,5
551223,40.6931,-73.9687,3,19,6
384652,40.6243,-73.9426,3,2,5
134726,40.7287,-73.9905,1,17,2
473501,40.7448,-73.995,3,19,3
102674,40.7879,-73.7062,1,23,3
70951,40.7732,-73.8856,1,22,1
543360,40.702,-74.0111,3,9,6
149642,40.7302,-73.9895,1,18,5
392139,40.7904,-73.9756,3,7,6
219453,40.7277,-73.9894,2,8,5
401474,40.7228,-74.0071,3,14,4
415369,40.7604,-73.9815,3,0,2
448003,40.6444,-73.7821,3,22,6
559659,40.7471,-73.9792,4,17,6
134819,40.74,-74.0053,1,18,2
154016,40.7537,-73.9743,1,14,6
12967,40.7349,-74.1646,0,10,0
177426,40.7109,-74.0058,1,4,2
56601,40.7239,-73.9821,1,0,2
241565,40.5218,-74.4634,2,20,3
408580,40.7193,-73.9856,3,9,0
485111,40.7076,-74.0101,3,20,5
56301,40.7379,-73.9922,1,23,0
134739,40.759,-73.9223,1,17,2
286720,40.7436,-73.9817,2,7,3
183088,40.749,-73.9926,1,20,2
492400,40.7094,-74.0115,3,20,6
548978,40.7462,-73.9823,3,17,6
381127,40.7566,-73.9763,3,17,1
154425,40.7923,-73.9754,1,15,6
27876,40.7534,-73.9889,0,15,0
193223,40.624,-73.965,1,13,1
458334,40.7199,-73.9987,3,9,0
98892,40.7272,-74.0003,1,23,2
72105,40.7469,-73.9849,1,8,5
493945,40.6441,-73.784,3,23,6
456122,40.724,-74.0042,3,22,4
177525,40.7362,-74.0034,1,6,2
514268,40.7774,-73.9566,3,8,2
404473,40.7497,-73.9753,3,19,4
198053,40.7251,-73.9812,1,8,5
69461,40.7406,-73.9932,1,18,1
261814,40.7218,-73.9581,2,14,2
334895,40.7696,-73.9605,3,9,6
113296,40.674,-73.9561,1,6,6
171675,40.7246,-73.9986,1,17,0
404823,40.7634,-73.9751,3,20,4
315721,40.747,-73.9884,2,20,1
547102,40.6365,-73.981,3,15,6
165595,40.7409,-74.0075,1,21,4
433027,40.7293,-73.9872,3,2,5
60029,40.7536,-73.9694,1,19,2
14161,40.7144,-73.9517,0,10,2
207676,40.7409,-73.9958,1,9,6
253316,40.7347,-73.9998,2,8,4
83591,40.7603,-73.9716,1,16,4
257019,40.7175,-74.0085,2,7,0
507355,40.745,-73.9871,3,16,0
236514,40.787,-73.9775,2,14,2
527790,40.789,-73.9759,3,6,1
557842,40.7691,-73.9531,4,17,4
199194,40.7959,-73.9706,1,12,5
387060,40.7103,-74.0079,3,12,5
4720,40.7294,-74.0016,0,16,0
360532,40.7618,-73.9901,3,22,0
412987,40.7714,-73.9594,3,19,0
18051,40.7138,-74.0086,0,22,5
153584,40.7241,-73.9967,1,13,6
102025,40.7448,-73.9739,1,19,3
56471,40.706,-74.0085,1,0,2
142770,40.7337,-73.9807,1,15,1
168810,40.7399,-73.9932,1,11,0
444369,40.7607,-73.9805,3,14,6
252845,40.7906,-73.9766,2,6,4
552541,40.7025,-73.9931,3,20,6
10806,40.7611,-73.9712,0,16,6
405997,40.7343,-74.0027,3,21,4
136986,40.7664,-73.9253,1,0,3
421323,40.7214,-73.9927,3,21,2
13791,40.7024,-73.9934,0,21,0
427842,40.7305,-73.9477,3,4,1
332735,40.7603,-73.9891,3,22,5
279652,40.7487,-73.992,2,20,4
550538,40.756,-73.9784,3,18,6
199290,40.707,-74.0163,1,13,5
238332,40.8666,-73.9275,2,21,2
504660,40.6998,-73.9937,3,9,0
221590,40.6252,-73.9617,2,20,5
256285,40.7351,-73.9985,2,22,4
58468,40.7713,-73.9503,1,16,2
4190,40.7204,-73.8432,0,10,0
87961,40.7434,-73.9859,1,9,0
10975,40.7618,-73.9722,0,17,6
383300,40.7575,-73.9899,3,20,1
518912,40.7516,-73.9718,3,19,2
4878,40.7577,-73.9737,0,17,0
242513,40.7038,-73.9875,2,8,1
34521,40.7566,-73.9976,0,16,6
489281,40.7543,-73.9782,3,14,6
99577,40.7501,-73.9841,1,2,3
516908,40.742,-73.9851,3,16,2
392021,40.7443,-73.9727,3,6,6
298850,40.7523,-73.9839,2,11,4
234975,40.7241,-73.9901,2,22,0
498648,40.7384,-73.9931,3,16,4
354174,40.7661,-73.9695,3,15,0
305038,40.7216,-74.0,2,19,0
124488,40.7584,-73.9869,1,21,4
162814,40.7219,-74.0449,1,17,4
393716,40.7202,-74.0105,3,12,6
171804,40.7504,-73.9948,1,18,0
110125,40.771,-73.866,1,17,5
376717,40.7865,-73.9504,3,6,1
127423,40.7616,-74.0,1,12,0
267845,40.7574,-73.9717,2,16,1
123178,40.766,-73.964,1,18,4
236875,40.7405,-73.9946,2,16,2
442857,40.6447,-73.7828,3,8,6
442065,40.6966,-73.9925,3,6,6
341042,40.7834,-73.9805,3,5,4
58871,40.7591,-73.9945,1,17,2
463055,40.7326,-73.9834,3,21,0
158096,40.765,-73.9775,1,22,6
121298,40.724,-73.996,1,15,4
181747,40.7218,-73.9582,1,18,2
456272,40.7219,-74.0043,3,22,4
150281,40.7685,-73.8627,1,20,5
298408,40.7536,-73.9872,2,8,4
217653,40.7431,-73.9884,1,21,6
324551,40.7573,-73.9718,2,18,6
373420,40.7388,-74.0091,3,14,3
286079,40.7246,-73.9937,2,22,2
146212,40.7804,-73.9468,1,8,5
148719,40.7576,-73.9713,1,17,5
496392,40.7246,-73.9837,3,11,4
165638,40.7036,-73.9855,1,21,4
223632,40.7313,-74.01,2,14,6
524313,40.8658,-73.9199,3,13,3
114418,40.7514,-73.9784,1,11,6
365282,40.7789,-73.9557,3,16,2
231061,40.7073,-74.0046,2,9,0
221185,40.7434,-73.9889,2,18,5
288226,40.734,-74.0063,2,21,3
503279,40.7709,-73.9863,3,4,0
31802,40.6968,-73.9832,0,21,1
286355,40.7558,-73.9618,2,23,2
407506,40.7836,-73.9794,3,6,0
146067,40.7303,-73.9795,1,8,5
236237,40.7559,-73.973,2,12,2
333117,40.7406,-74.0059,3,0,6
146456,40.7161,-74.0123,1,10,5
112253,40.7604,-73.9892,1,21,5
65948,40.7772,-73.9541,1,4,1
86662,40.7498,-73.9927,1,23,4
293010,40.7707,-73.964,2,18,5
267390,40.715,-73.9471,2,13,1
209680,40.7143,-73.9876,1,13,6
91736,40.7622,-73.9683,1,20,0
356730,40.6909,-73.9914,3,18,0
130277,40.7184,-73.9901,1,20,0
69525,40.7631,-73.9625,1,18,1
54010,40.7149,-74.0096,1,18,0
180325,40.7079,-74.0108,1,16,2
295949,40.7314,-73.9916,2,17,6
145701,40.7635,-73.9576,1,7,5
414705,40.743,-74.0038,3,22,0
116505,40.7028,-73.642,1,17,6
99515,40.7243,-73.949,1,1,3
439780,40.7601,-73.9786,3,20,5
227004,40.8132,-73.9356,2,13,4
402331,40.7469,-73.9964,3,16,4
143710,40.7497,-73.9752,1,18,1
248179,40.7409,-73.9886,2,17,5
538158,40.7639,-73.9708,3,17,5
80703,40.6714,-74.0981,1,23,6
180696,40.7472,-73.9898,1,17,2
522285,40.7323,-74.0036,3,0,3
86625,40.6863,-73.9665,1,23,4
386994,40.7554,-73.9934,3,11,5
96057,40.7176,-74.0138,1,17,2
206684,40.7256,-73.988,1,7,6
19696,40.7749,-73.9506,0,15,4
411807,40.7525,-73.9998,3,17,0
66656,40.7076,-74.009,1,8,1
475725,40.7199,-74.0079,3,8,1
247490,40.7698,-73.9667,2,15,5
327347,40.727,-73.9783,3,6,5
517634,40.7932,-73.9744,3,17,2
151389,40.7682,-73.8615,1,5,6
452792,40.7585,-73.9815,3,16,4
376590,40.7088,-74.0161,3,6,1
454233,40.7242,-74.0079,3,19,4
334351,40.6938,-73.9559,3,8,6
384395,40.7699,-73.8647,3,22,1
85233,40.8084,-73.9589,1,19,4
270945,40.738,-73.9891,2,17,5
243779,40.7563,-73.9942,2,16,1
299348,40.7222,-73.9971,2,14,4
139156,40.6719,-73.9592,1,16,3
173040,40.7643,-73.9824,1,19,0
518144,40.7093,-73.9617,3,18,2
497569,40.7139,-73.9795,3,15,4
113897,40.6878,-73.956,1,8,6
394055,40.7169,-74.0075,3,13,6
184046,40.7392,-73.9858,1,22,2
481482,40.727,-73.9982,3,11,5
213823,40.7241,-73.9988,1,18,6
459171,40.7562,-73.9678,3,13,0
501320,40.7198,-73.995,3,20,4
149705,40.7493,-73.9798,1,19,5
277789,40.7569,-73.9677,2,13,4
510797,40.7094,-74.015,3,21,0
30558,40.7658,-73.7252,0,15,3
72162,40.772,-73.9469,1,8,5
270747,40.7552,-73.9775,2,16,5
332367,40.6748,-74.0159,3,21,5
461541,40.7647,-73.9701,3,18,0
31727,40.69,-73.9841,0,20,1
183074,40.7865,-73.9778,1,20,2
516416,40.796,-73.975,3,15,2
171814,40.7424,-74.0071,1,18,0
52824,40.7236,-74.0109,1,17,0
106983,40.7448,-73.9779,1,7,5
294249,40.7467,-73.9814,2,7,6
1595,40.6449,-73.782,0,14,6
466346,40.718,-73.9976,3,14,2
448528,40.8654,-73.9274,3,0,4
72211,40.6492,-73.7341,1,8,5
56468,40.6788,-73.9866,1,0,2
242192,40.7945,-73.9666,2,6,1
229674,40.7296,-73.987,2,22,4
517359,40.7912,-73.9523,3,17,2
4273,40.7459,-73.9878,0,11,0
249453,40.6866,-73.9921,2,6,6
15549,40.7155,-74.0145,0,15,3
404229,40.7707,-73.8656,3,18,4
276015,40.7309,-74.0028,2,21,6
525346,40.7801,-73.9594,3,16,3
247639,40.7675,-73.9612,2,15,5
250529,40.7827,-73.9557,2,13,6
159619,40.8465,-73.8447,1,8,4
282685,40.7395,-74.0054,2,18,0
268840,40.597,-73.947,2,3,5
484729,40.7663,-73.9681,3,19,5
440102,40.7436,-74.0075,3,21,5
138286,40.6979,-73.9356,1,12,3
564392,40.6792,-73.9855,4,20,6
309056,40.7582,-73.9625,2,18,2
135374,40.7169,-74.0089,1,19,2
74048,40.711,-74.0091,1,17,5
406224,40.7413,-74.005,3,22,4
94115,40.7649,-73.9781,1,10,2
468554,40.7394,-74.0073,3,20,2
122102,40.7287,-73.9896,1,16,4
121465,40.7667,-73.9866,1,15,4
2528,40.7326,-73.9901,0,7,4
391577,40.7463,-73.985,3,4,6
261968,40.744,-73.9839,2,15,2
230168,40.8118,-73.9511,2,4,0
416918,40.7758,-73.953,3,11,2
427070,40.7103,-73.9373,3,20,3
525512,40.7572,-73.9824,3,16,3
32549,40.7643,-73.9685,0,15,5
17547,40.7532,-73.9782,0,18,5
63010,40.7863,-73.9518,1,5,3
349865,40.7376,-74.0315,3,1,0
218751,40.7574,-73.9842,1,23,6
78144,40.7882,-73.9535,1,15,6
302189,40.7431,-73.9946,2,4,0
265304,40.661,-73.9938,2,14,3
102813,40.6905,-73.9276,1,4,1
304257,40.7637,-73.9637,2,16,0
497252,40.7679,-73.9836,3,14,4
18635,40.7525,-73.9665,0,16,6
82827,40.7387,-73.9941,1,14,4
138854,40.7407,-73.9903,1,15,3
231129,40.7686,-73.9696,2,10,0
445131,40.7575,-73.9851,3,16,6
350983,40.7025,-73.9891,3,7,0
464111,40.6462,-73.7766,3,23,0
161825,40.6448,-73.7825,1,15,4
42504,40.7461,-73.9416,1,18,6
413871,40.7952,-73.9693,3,21,0
227546,40.7413,-73.9849,2,15,4
243523,40.7276,-74.0032,2,15,1
401241,40.7434,-74.0073,3,13,4
185408,40.7407,-74.0068,1,23,2
106309,40.7657,-73.971,1,21,1
533259,40.7864,-73.98,3,5,5
487565,40.778,-73.9456,3,8,6
402738,40.7555,-73.9817,3,16,4
62100,40.7324,-74.0017,1,0,3
395734,40.736,-74.005,3,17,6
393705,40.7512,-73.9812,3,12,6
434286,40.7758,-73.949,3,8,5
422150,40.7352,-73.9915,3,23,2
107069,40.7522,-73.9721,1,7,5
538598,40.7811,-73.9541,3,18,5
461510,40.7442,-73.9805,3,18,0
122498,40.7527,-73.9793,1,17,4
444286,40.751,-74.0041,3,14,6
241388,40.7335,-73.9565,2,18,3
80295,40.7588,-73.978,1,21,6
222014,40.7619,-73.9839,2,23,5
125818,40.7153,-74.0048,1,2,0
139669,40.755,-73.9943,1,19,3
41333,40.7238,-73.9856,1,15,6
266383,40.7663,-73.9834,2,4,1
101079,40.7597,-73.9766,1,14,3
505467,40.7394,-73.9886,3,12,0
430333,40.7422,-73.997,3,15,1
392174,40.6949,-73.9835,3,7,6
316158,40.7478,-73.987,2,5,5
485123,40.7418,-74.0048,3,20,5
224846,40.719,-74.0021,2,18,6
541817,40.7757,-73.9467,3,6,6
540449,40.7262,-74.0015,3,21,5
131243,40.7325,-73.9993,1,22,0
468119,40.7127,-73.9625,3,19,2
72645,40.7419,-74.0049,1,11,5
480566,40.7788,-73.9819,3,7,5
523222,40.6438,-74.0067,3,8,3
145809,40.7204,-73.9899,1,7,5
284940,40.7909,-73.9745,2,15,2
529407,40.7506,-73.9818,3,12,1
132080,40.7246,-73.9915,1,1,2
331784,40.744,-73.9894,3,19,5
56886,40.7385,-73.9873,1,4,2
435984,40.7222,-74.0017,3,14,5
505389,40.7362,-73.9977,3,12,0
201220,40.7676,-73.9596,1,16,5
287572,40.7334,-74.0042,2,15,3
537992,40.7557,-73.9767,3,17,5
444229,40.705,-74.016,3,14,6
367383,40.6794,-74.0117,3,20,2
144337,40.724,-73.9789,1,20,1
141659,40.7713,-73.9595,1,9,1
479027,40.7597,-73.9731,3,20,1
108072,40.7678,-73.9661,1,11,5
300323,40.7585,-73.9614,2,18,4
463263,40.651,-73.9275,3,22,0
67741,40.7198,-74.0106,1,14,1
443364,40.7741,-73.8721,3,10,6
87767,40.7859,-73.9724,1,8,0
114316,40.7455,-74.0048,1,10,6
523194,40.7718,-73.9493,3,7,3
230384,40.7672,-73.984,2,6,0
9853,40.7533,-73.9783,0,17,5
294294,40.6503,-73.975,2,7,6
524987,40.6449,-73.7821,3,15,3
318519,40.7822,-73.9522,2,17,5
445401,40.7634,-73.9809,3,16,6
468464,40.7446,-73.9949,3,20,2
384366,40.7445,-73.9909,3,22,1
163561,40.8642,-73.8813,1,18,4
446520,40.7246,-73.992,3,18,6
101632,40.7455,-74.0391,1,17,3
83885,40.7506,-73.9789,1,16,4
85369,40.7086,-74.0013,1,19,4
105531,40.7195,-73.9996,1,17,1
230703,40.686,-73.9963,2,8,0
291237,40.7537,-73.9716,2,8,5
138849,40.6449,-73.7823,1,15,3
276582,40.7061,-74.0166,2,5,4
96723,40.7556,-73.973,1,19,2
140586,40.6784,-73.9676,1,3,1
541324,40.7318,-74.0009,3,0,6
73848,40.7205,-73.9998,1,16,5
374740,40.7443,-73.9845,3,18,3
259945,40.7284,-73.9995,2,20,0
426848,40.7747,-73.9653,3,19,3
511497,40.7409,-73.9821,3,22,0
200845,40.759,-73.9924,1,16,5
470878,40.7821,-73.9762,3,9,3
139090,40.7204,-73.9798,1,16,3
141256,40.7565,-73.988,1,7,1
60400,40.7326,-73.9936,1,20,2
76122,40.7249,-73.9534,1,5,6
500115,40.7659,-73.9694,3,19,4
119726,40.7503,-73.9792,1,8,4
249883,40.7536,-73.9922,2,8,6
182686,40.7408,-74.0069,1,19,2
222177,40.6852,-73.9342,2,5,6
445503,40.753,-73.9934,3,17,6
465770,40.7775,-73.9449,3,12,2
236096,40.7708,-73.9629,2,11,2
24623,40.7078,-73.947,0,23,5
91793,40.8306,-73.9272,1,21,0
332917,40.6797,-73.9746,3,23,5
26143,40.688,-74.1828,0,11,4
353285,40.7385,-73.9899,3,13,0
348949,40.7236,-73.9965,3,22,4
552652,40.7125,-73.9505,3,20,6
81042,40.7772,-73.9778,1,5,4
490211,40.7527,-73.9815,3,16,6
117160,40.73,-73.9855,1,19,6
516811,40.7578,-73.9711,3,16,2
518792,40.7149,-74.0079,3,19,2
507168,40.7635,-73.9635,3,16,0
512322,40.6934,-73.9661,3,23,0
440962,40.7831,-73.9721,3,22,5
77738,40.8512,-73.9287,1,13,6
448463,40.7226,-73.9879,3,23,6
287225,40.7149,-74.0057,2,13,3
236496,40.7315,-73.993,2,14,2
518970,40.7668,-73.9833,3,19,2
375293,40.7201,-74.0101,3,20,3
322972,40.7268,-73.9945,2,15,6
362956,40.722,-73.9974,3,10,2
394763,40.7377,-74.0082,3,15,6
471689,40.7093,-74.0113,3,13,3
158139,40.774,-73.8727,1,22,6
282866,40.7328,-74.0045,2,19,0
517853,40.7555,-73.965,3,18,2
363800,40.7684,-73.8623,3,13,2
394383,40.758,-73.9776,3,14,6
340162,40.7399,-74.0024,3,22,6
510352,40.771,-73.8661,3,21,0
425144,40.7226,-74.0013,3,14,3
36226,40.7825,-73.9587,1,8,5
407643,40.7303,-73.9821,3,6,0
135743,40.6463,-73.7904,1,20,2
255487,40.7368,-74.0083,2,19,4
10398,40.7647,-73.9954,0,8,6
452311,40.6595,-74.0025,3,15,4
314809,40.7388,-74.0084,2,15,1
150101,40.7484,-73.9926,1,20,5
443804,40.7428,-74.0071,3,12,6
290546,40.76,-73.978,2,21,1
555447,40.7226,-74.0083,4,16,4
140480,40.7215,-73.9974,1,23,3
216738,40.7624,-73.9877,1,20,6
322340,40.7195,-73.9986,2,13,6
